Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"Paris, France",7/12/2017,9.1,Derby Alma, United States of America , the breakfast was okay not worth 13 50,140, Amazing location the FRIENDLIEST STAFF Patricia was the best Good clean rooms We loved the Samsung phones in the rooms that you could use for booking activities navigating the city and calling taxis ,10.0," Leisure trip, Couple, Classic Double Room, Stayed 2 nights, Submitted from a mobile device ",48.8605031,2.3006606,9.1,-0.1999999999999993,1,1,0,0,0,0,0,0
"London, United Kingdom",7/9/2017,9.5,The Beaumont Hotel, United Arab Emirates , I personally didn t think the food was all that great The minestrone I had was very think and too tomatie The breakfast poached eggs came overcooked an on one slice of toast The bacon sandwich was dry Not to standard for the hotel or the price ,120, The hotel design location and staff were amazing ,9.2," Leisure trip, Group, Classic King Room, Stayed 1 night ",51.513055,-0.152257,9.5,-0.09999999999999964,1,0,0,0,1,0,0,0
"Paris, France",6/27/2017,7.8,Mercure Paris Gobelins Place d Italie, Ireland , The lobby area is very small some staff could have been friendlier ,24, The rooms are very quiet The breakfast was good The location is excellent it is very clean ,7.5," Leisure trip, Family with young children, Standard Twin Room, Stayed 4 nights, Submitted from a mobile device ",48.8321231,2.3536172,7.8,-0.20000000000000018,1,0,0,0,0,1,0,0
"Paris, France",7/25/2017,8.9,H tel Original Paris, Hong Kong , Wifi was weak in my room The bathtub was too near the bed which only allows you to take a bath instead of shower if you don t want to wet the bed and floor ,30, I left my Valentino handbag in the hotel The staffs search and confirmed the bag is with them efficiently after I called the front desk They kept the bag for me until I returned to Paris for a short stay I also love the complimentary tea coffee in the lobby as well as the large and comfortable bed ,10.0," Leisure trip, Solo traveler, Single Room with Sauna Access, Stayed 3 nights ",48.8546989,2.3691899,8.9,0.0,1,0,1,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.3,The Grand at Trafalgar Square, United Kingdom , Room was a dark but not a major issue,733, Brilliant location A cupboard in the corridor from where guest could help themselves to refills of all beverages and bathroom accessories An ice machine and a chilled water machine in the corridor was a really bonus Very quiet considering the location ,9.6," Leisure trip, Couple, Standard Queen Room, Stayed 2 nights, Submitted from a mobile device ",51.506935,-0.126012,8.3,0.0,1,1,0,0,0,0,0,0
"London, United Kingdom",1/28/2016,8.6,Club Quarters Hotel Trafalgar Square, United Kingdom ,No Negative,945, The great location,8.8," Leisure trip, Couple, Standard Queen Room, Stayed 2 nights, Submitted from a mobile device ",51.506935,-0.126012,8.6,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",4/20/2016,8.9,The Laslett, Russia , No pool and gym ,250, Perfect location near Portobello market and other amenities of Noting Hill ,8.8," Family with young children, Master Bedroom Suite, Stayed 8 nights ",51.5095259,-0.1967234,8.9,0.0,0,0,0,0,0,1,0,0
"Paris, France",8/3/2017,8.4,Novotel Paris Les Halles, United Kingdom , Really disappointed with this hotel I booked a famiy room for my brother his wife and two young kids While booking I submitted a special request to see if they could check in slightly earlier I would have been happy to pay extra for this However they did not even bother responding When my brother and his family arrived on the day they also requested an early check in but were advised that the earliest they can check in was at 2 which was the standard time anyway They went out to kill time and came back just before 2 pm They were then told to wait 5 minutes as the room wasn t ready yet These 5 minutes became 15 30 and eventually 50 they didn t get their room till 2 50 pm Absolute disgrace By this point his young kids who were already exhausted coming via an early morning flight were completely shattered and every minute felt like an hour Very very disappointed especially because this was the first experience my brother and his family had in Europe and it was very unpleasant because of the customer service at this hotel ,523, I don t have anything positive to stay because the commencement ruined the whole stay ,4.6," Leisure trip, Family with young children, Standard Family Room, Stayed 1 night, Submitted from a mobile device ",48.8607299,2.3465326,8.4,0.0,1,0,0,0,0,1,0,0
"Paris, France",6/27/2017,8.3,Melia Paris Vendome, United States of America , The only problem I had was that I had to cut my trip shorter and was not able to work anything out for the days I didn t stay in the hotel This was my fault in having to change things but my work is this way often so it is helpful to be able to work something out with the hotels I stay in ,51, My room was light and sizable the staff very courteous ,10.0," Business trip, Solo traveler, Deluxe Room, Stayed 6 nights, Submitted from a mobile device ",48.8668228,2.3257729,8.3,0.09999999999999964,0,0,1,1,0,0,0,0
"Paris, France",7/13/2017,8.9,Chambiges Elys es, United Kingdom , Not initially allocated rooms next to the children s room in fact all the way across the hall so we had to split up Was sorted the next day but needed to push for it ,193,No Positive,8.3," Leisure trip, Family with young children, 2 rooms, Stayed 2 nights ",48.8668048,2.3039465,8.9,0.0,1,0,0,0,0,1,0,0
"Paris, France",2/17/2017,7.7,MARQUIS Faubourg St Honor Relais Ch teaux, United Kingdom , They have 2 members of staff working as management as waiters as bell boys as everything in a 5star hotel that has no food no spa facilities no customer care and their prices are more expensive then FOUR Seasons I only stayed there because everyone else was fully booked in Paris at night I was unable To get back into the hotel as the night staff one person was somewhere sleeping and not able to hear us ringing the bell thank god we had batteries on our UK numbers to call and inform the staff memeber we are outside trying to get inside We asked for a later check out with the night staff and he was very rude And not willing to help telling us nothing to do with him we have to speak To the day staff at 12pm they called us from The reception asking us to leave and I explained that we need additional 2 hours to pack and order food and then check out and we were ready to pay for Those two Hours but also explained that in less then 24 hours they have treated us as they are the guests and us working for them and not giving a moment to relax and enjoy the room that we paid 1470 for for one night we were finally given a later check Out 2pm and we came Down at 230pm and we re present with a 735 bill for late checkout imagine the shock Until I argued how these people are simply robbing people Blind one of the staff members said he would Void that transaction and we left Two days later I find out that the hotel took 730 out of My account without my knowledge I called them and they said they don t know and their manager will call and speak to me no body ever called me I called My bank and booking com and the same thing they told me regarding a manager calling back no one has called them back either I regret not getting the police involved when I was there as this would have never happened this hotel is run by Crooks and unprofessional staff please be careful what you are ,13, Nothing positive,3.8," Leisure trip, Family with young children, Master Suite, Stayed 1 night, Submitted from a mobile device ",48.8698184,2.3208729,7.7,0.8999999999999995,1,0,0,0,0,1,0,0
"Paris, France",8/3/2017,8.8,H tel Le Bellechasse Saint Germain, United Kingdom ,No Negative,71, Fantasticly positioned for the heart of Paris Quirky friendly and so very helpful Nothing was too much trouble Even order for flowers not too much trouble Noemie was a star Would come back time and time again ,10.0," Leisure trip, Group, Discovery Double Room, Stayed 1 night, Submitted from a mobile device ",48.8597024,2.3239701,8.8,-0.10000000000000142,1,0,0,0,1,0,0,0
"Paris, France",6/15/2017,8.8,Hotel Verneuil Saint Germain, United Kingdom , BookedTwin bedded room there was no room to separate beds appears to be a single room with extra bed View was the lift shaft Bar was non existent just a cupboard Breakfast was offered as a choice to have in room but no space to eat e g One chair no table No central lights so very dark and gloomy Very overpriced Tip stay on the other side of the seine as more is going on and wherever you are you can see the Eiffel Tower ,75, Clenliness,5.0," Leisure trip, Group, Twin Room, Stayed 3 nights, Submitted from a mobile device ",48.8573706,2.3314669,8.8,-0.10000000000000142,1,0,0,0,1,0,0,0
"Paris, France",5/10/2016,9.0,Hotel Daniel Paris, United Kingdom , No gym they offer access to a gym close by We just went for a run to the Eiffel Tower and back instead ,12, Very friendly and helpful reception staff who went out of their way to help us with restaurant suggestions make the restaurant bookings and organise our Palace of Versailles entry tickets Nothing seemed to be too much trouble for them Central but quiet location Extremely tasteful decor Very comfortable bed ,9.6," Leisure trip, Couple, Double Room, Stayed 3 nights, Submitted from a mobile device ",48.8728492,2.3073663,9.0,-0.1999999999999993,1,1,0,0,0,0,0,0
"Paris, France",7/29/2017,8.4,Residence Du Roy, Argentina , Staff wasn t friendly at all Rude and unhelpful in general Not very clean Making the room was closing the beds and putting in new towels they didn t even clean the sink or bathtub ,222, Location was pretty good but I ve had better ,3.8," Leisure trip, Family with young children, One Bedroom Suite, Stayed 2 nights, Submitted from a mobile device ",48.8657687,2.3090386,8.4,0.0,1,0,0,0,0,1,0,0
"Paris, France",7/29/2017,8.8,La Maison Champs Elys es, Saudi Arabia , Nothing is bad except I lost my ring at my room and the room service couldn t find it ,79, The hotel location is great the breakfast is delicious I like the hotel reception the room TV has a package of downloaded movies with multi subtitles ,8.8," Leisure trip, Family with young children, Superior Double Room, Stayed 5 nights ",48.866676,2.3089908,8.8,0.0,1,0,0,0,0,1,0,0
"Paris, France",7/1/2017,8.9,H tel Arvor Saint Georges, Ireland ,No Negative,106, The beds are incredibly comfortable the shower pressure is EXCELLENT and the staff are genuinely amiable and speak excellent English but are also always willing to indulge you if like me you wanted to practice your modest French ,9.6," Leisure trip, Group, Standard Double Room, Stayed 3 nights, Submitted from a mobile device ",48.8785454,2.3384866,8.9,-0.20000000000000107,1,0,0,0,1,0,0,0
"London, United Kingdom",8/3/2017,8.8,The Belgrave Hotel, Italy , If I had to improve something it would be that hot breakfast should be included in the breakfast price and not cost extra We did not opt in for breakfast for this reason ,957, Best hotel I ve stayed in in the UK I particularly loved the staff their willingness to help you even at silly o clock in the morning ,10.0," Leisure trip, Couple, Luxury Double Room, Stayed 2 nights ",51.4901051,-0.1381355,8.8,-0.20000000000000107,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.0,TheWesley, United Kingdom , The only minor fault we found was the safe in the room which was in the bottom of the wardrobe which meant you had to almost stand on your head to use it ,1117, We liked everything about the Wesley Hotel from the location to the very comfortable bed The bedding was obviously of a high standard The breakfast was very good with plenty of choice ,10.0," Leisure trip, Couple, Standard Double Room, Stayed 3 nights ",51.5265353,-0.1361682,8.0,0.0,1,1,0,0,0,0,0,0
